country;principle_id;principle_name;mechanism_id;mechanism_name;implementation_readiness_score;score_label;plain_language_interpretation;why_not_higher;review_priority;manual_review_required;notes
Costa Rica;PRIN-001;legality_and_sufficient_legal_basis;right_to_stand_for_election;right_to_stand_for_election;4;strong_basis;The Costa Rica corpus establishes a strong legal basis for legality and legal basis in the context of the right to stand for election (candidacy). The framework is grounded in constitutional and statutory sources (63 matched provisions, max anchor-strength=5) and confirms 4 of 5 principle-specific dimensions: actor_assigned, anchor_statutory, constitutional_or_statutory_anchor, timeline_present. This indicates a well-developed legal architecture with one operational gap in the current corpus.;Score 5 requires all 5 whitelist dimensions. Missing dimension: 'process_defined'. The mechanism is not currently classified as a citizen-facing participatory procedure in the pipeline model. Substantive procedural provisions may exist in the corpus but the process dimension was not awarded by the mechanism classification rule.;low;false;"Score 4: strong basis; 4/5 whitelist dimensions confirmed; missing: process_defined. Diagnostic legal preparedness — not a compliance finding."
Costa Rica;PRIN-001;legality_and_sufficient_legal_basis;vote;vote;5;integrated_basis;The Costa Rica corpus establishes an integrated legal basis for legality and legal basis in the context of the right to vote. All 5 principle-specific dimensions are confirmed from constitutional, statutory, and implementing sources (397 matched provisions, max anchor=5): actor_assigned, anchor_statutory, constitutional_or_statutory_anchor, process_defined, timeline_present. Score 5 indicates comprehensive dimensional coverage in the current corpus. It does not constitute a finding of legal compliance with international obligations.;Score 5 is the maximum. All 5 whitelist dimensions are confirmed. Further improvement requires enhanced operational implementation, not additional legal text.;low;false;Score 5: all 5/5 whitelist dimensions confirmed. Integrated corpus evidence — not legal compliance. 
Costa Rica;PRIN-002;equality_and_non_discrimination;citizen_initiative;citizen_initiative;4;strong_basis;The Costa Rica corpus establishes a strong legal basis for equality and non-discrimination in the context of citizen legislative initiative. The framework is grounded in constitutional and statutory sources (56 matched provisions, max anchor-strength=5) and confirms 3 of 5 principle-specific dimensions: actor_assigned, anchor_statutory, constitutional_or_statutory_anchor. This indicates a well-developed legal architecture with one operational gap in the current corpus.;Score 5 requires all 5 whitelist dimensions. Missing dimension: 'equality_measure'. No non-discrimination, parity, or special-measures provisions were found at anchor-strength ≥ 3 in this mechanism's corpus for this principle.;low;false;"Score 4: strong basis; 3/5 whitelist dimensions confirmed; missing: equality_measure. Diagnostic legal preparedness — not a compliance finding."
Costa Rica;PRIN-002;equality_and_non_discrimination;civil_registry_electoral_functions;civil_registry_electoral_functions;5;integrated_basis;The Costa Rica corpus establishes an integrated legal basis for equality and non-discrimination in the context of civil registry and electoral roll functions. All 5 principle-specific dimensions are confirmed from constitutional, statutory, and implementing sources (175 matched provisions, max anchor=5): actor_assigned, anchor_statutory, constitutional_or_statutory_anchor, equality_measure, territorial_coverage. Score 5 indicates comprehensive dimensional coverage in the current corpus. It does not constitute a finding of legal compliance with international obligations.;Score 5 is the maximum. All 5 whitelist dimensions are confirmed. Further improvement requires enhanced operational implementation, not additional legal text.;low;false;Score 5: all 5/5 whitelist dimensions confirmed. Integrated corpus evidence — not legal compliance. 
Costa Rica;PRIN-002;equality_and_non_discrimination;political_parties;political_parties;5;integrated_basis;The Costa Rica corpus establishes an integrated legal basis for equality and non-discrimination in the context of political party regulation. All 5 principle-specific dimensions are confirmed from constitutional, statutory, and implementing sources (167 matched provisions, max anchor=5): actor_assigned, anchor_statutory, constitutional_or_statutory_anchor, equality_measure, territorial_coverage. Score 5 indicates comprehensive dimensional coverage in the current corpus. It does not constitute a finding of legal compliance with international obligations.;Score 5 is the maximum. All 5 whitelist dimensions are confirmed. Further improvement requires enhanced operational implementation, not additional legal text.;low;false;Score 5: all 5/5 whitelist dimensions confirmed. Integrated corpus evidence — not legal compliance. 
Costa Rica;PRIN-002;equality_and_non_discrimination;popular_consultation;popular_consultation;0;absent;No provisions matching 'popular consultation (referéndum/consulta)' were found in the Costa Rica corpus for equality and non-discrimination. The mechanism appears absent from the corpus: it may not be legally formalised in Costa Rica, may be regulated under a different label, or may not yet be included in the current provision table.;Score cannot rise above 0 without at least one matched provision. If the mechanism exists in domestic law under a different label, update corpus tagging.;low;true;Score 0: mechanism absent or below anchor threshold. Diagnostic — not a legal finding.
Costa Rica;PRIN-002;equality_and_non_discrimination;referendum;referendum;4;strong_basis;The Costa Rica corpus establishes a strong legal basis for equality and non-discrimination in the context of referendum mechanism. The framework is grounded in constitutional and statutory sources (70 matched provisions, max anchor-strength=5) and confirms 4 of 5 principle-specific dimensions: actor_assigned, anchor_statutory, constitutional_or_statutory_anchor, territorial_coverage. This indicates a well-developed legal architecture with one operational gap in the current corpus.;Score 5 requires all 5 whitelist dimensions. Missing dimension: 'equality_measure'. No non-discrimination, parity, or special-measures provisions were found at anchor-strength ≥ 3 in this mechanism's corpus for this principle.;low;false;"Score 4: strong basis; 4/5 whitelist dimensions confirmed; missing: equality_measure. Diagnostic legal preparedness — not a compliance finding."
Costa Rica;PRIN-002;equality_and_non_discrimination;right_to_stand_for_election;right_to_stand_for_election;5;integrated_basis;The Costa Rica corpus establishes an integrated legal basis for equality and non-discrimination in the context of the right to stand for election (candidacy). All 5 principle-specific dimensions are confirmed from constitutional, statutory, and implementing sources (63 matched provisions, max anchor=5): actor_assigned, anchor_statutory, constitutional_or_statutory_anchor, equality_measure, territorial_coverage. Score 5 indicates comprehensive dimensional coverage in the current corpus. It does not constitute a finding of legal compliance with international obligations.;Score 5 is the maximum. All 5 whitelist dimensions are confirmed. Further improvement requires enhanced operational implementation, not additional legal text.;low;false;Score 5: all 5/5 whitelist dimensions confirmed. Integrated corpus evidence — not legal compliance. 
Costa Rica;PRIN-002;equality_and_non_discrimination;vote;vote;5;integrated_basis;The Costa Rica corpus establishes an integrated legal basis for equality and non-discrimination in the context of the right to vote. All 5 principle-specific dimensions are confirmed from constitutional, statutory, and implementing sources (397 matched provisions, max anchor=5): actor_assigned, anchor_statutory, constitutional_or_statutory_anchor, equality_measure, territorial_coverage. Score 5 indicates comprehensive dimensional coverage in the current corpus. It does not constitute a finding of legal compliance with international obligations.;Score 5 is the maximum. All 5 whitelist dimensions are confirmed. Further improvement requires enhanced operational implementation, not additional legal text.;low;false;Score 5: all 5/5 whitelist dimensions confirmed. Integrated corpus evidence — not legal compliance. 
Costa Rica;PRIN-003;accessibility_and_reasonable_accommodation;citizen_initiative;citizen_initiative;4;strong_basis;The Costa Rica corpus establishes a strong legal basis for accessibility and disability accommodation in the context of citizen legislative initiative. The framework is grounded in constitutional and statutory sources (56 matched provisions, max anchor-strength=5) and confirms 3 of 5 principle-specific dimensions: actor_assigned, anchor_statutory, constitutional_or_statutory_anchor. This indicates a well-developed legal architecture with one operational gap in the current corpus. Accessibility evidence type detected: no accessibility evidence. Note: accessibility scores reflect keyword detection in anchor-qualified provisions and are a diagnostic indicator of corpus-based legal preparedness only. Full conformity with CRPD Article 29 (participation in political and public life) requires specific disability accommodation evidence beyond corpus presence and is subject to dedicated legal audit.;Score 5 requires all 5 whitelist dimensions. Missing dimension: 'accessibility_measure'. No disability-specific, language/cultural, or digital accessibility provisions were confirmed at anchor-strength ≥ 3. Generic 'accessible' language alone does not satisfy PRIN-003 requirements (CAL-REF-001: CRPD Art. 29 specificity rule).;medium;true;"Score 4: strong basis; 3/5 whitelist dimensions confirmed; missing: accessibility_measure. Diagnostic legal preparedness — not a compliance finding."
Costa Rica;PRIN-003;accessibility_and_reasonable_accommodation;popular_consultation;popular_consultation;0;absent;No provisions matching 'popular consultation (referéndum/consulta)' were found in the Costa Rica corpus for accessibility and disability accommodation. The mechanism appears absent from the corpus: it may not be legally formalised in Costa Rica, may be regulated under a different label, or may not yet be included in the current provision table.;Score cannot rise above 0 without at least one matched provision. If the mechanism exists in domestic law under a different label, update corpus tagging.;low;true;Score 0: mechanism absent or below anchor threshold. Diagnostic — not a legal finding.
Costa Rica;PRIN-003;accessibility_and_reasonable_accommodation;referendum;referendum;4;strong_basis;The Costa Rica corpus establishes a strong legal basis for accessibility and disability accommodation in the context of referendum mechanism. The framework is grounded in constitutional and statutory sources (70 matched provisions, max anchor-strength=5) and confirms 3 of 5 principle-specific dimensions: actor_assigned, anchor_statutory, constitutional_or_statutory_anchor. This indicates a well-developed legal architecture with one operational gap in the current corpus. Accessibility evidence type detected: no accessibility evidence. Note: accessibility scores reflect keyword detection in anchor-qualified provisions and are a diagnostic indicator of corpus-based legal preparedness only. Full conformity with CRPD Article 29 (participation in political and public life) requires specific disability accommodation evidence beyond corpus presence and is subject to dedicated legal audit.;Score 5 requires all 5 whitelist dimensions. Missing dimension: 'accessibility_measure'. No disability-specific, language/cultural, or digital accessibility provisions were confirmed at anchor-strength ≥ 3. Generic 'accessible' language alone does not satisfy PRIN-003 requirements (CAL-REF-001: CRPD Art. 29 specificity rule).;medium;true;"Score 4: strong basis; 3/5 whitelist dimensions confirmed; missing: accessibility_measure. Diagnostic legal preparedness — not a compliance finding."
Costa Rica;PRIN-003;accessibility_and_reasonable_accommodation;right_to_stand_for_election;right_to_stand_for_election;4;strong_basis;The Costa Rica corpus establishes a strong legal basis for accessibility and disability accommodation in the context of the right to stand for election (candidacy). The framework is grounded in constitutional and statutory sources (63 matched provisions, max anchor-strength=5) and confirms 4 of 5 principle-specific dimensions: actor_assigned, anchor_statutory, constitutional_or_statutory_anchor, equality_measure. This indicates a well-developed legal architecture with one operational gap in the current corpus. Accessibility evidence type detected: no accessibility evidence. Note: accessibility scores reflect keyword detection in anchor-qualified provisions and are a diagnostic indicator of corpus-based legal preparedness only. Full conformity with CRPD Article 29 (participation in political and public life) requires specific disability accommodation evidence beyond corpus presence and is subject to dedicated legal audit.;Score 5 requires all 5 whitelist dimensions. Missing dimension: 'accessibility_measure'. No disability-specific, language/cultural, or digital accessibility provisions were confirmed at anchor-strength ≥ 3. Generic 'accessible' language alone does not satisfy PRIN-003 requirements (CAL-REF-001: CRPD Art. 29 specificity rule).;medium;true;"Score 4: strong basis; 4/5 whitelist dimensions confirmed; missing: accessibility_measure. Diagnostic legal preparedness — not a compliance finding."
Costa Rica;PRIN-003;accessibility_and_reasonable_accommodation;vote;vote;5;integrated_basis;The Costa Rica corpus establishes an integrated legal basis for accessibility and disability accommodation in the context of the right to vote. All 5 principle-specific dimensions are confirmed from constitutional, statutory, and implementing sources (397 matched provisions, max anchor=5): accessibility_measure, actor_assigned, anchor_statutory, constitutional_or_statutory_anchor, equality_measure. Score 5 indicates comprehensive dimensional coverage in the current corpus. It does not constitute a finding of legal compliance with international obligations. Accessibility evidence type: disability-specific or reasonable accommodation evidence. Note: accessibility scores reflect keyword detection in anchor-qualified provisions and are a diagnostic indicator of corpus-based legal preparedness only. Full conformity with CRPD Article 29 (participation in political and public life) requires specific disability accommodation evidence beyond corpus presence and is subject to dedicated legal audit.;Score 5 is the maximum. All 5 whitelist dimensions are confirmed. Further improvement requires enhanced operational implementation, not additional legal text.;medium;true;Score 5: all 5/5 whitelist dimensions confirmed. Integrated corpus evidence — not legal compliance. CRPD Art. 29 accessibility caveat applies. 
Costa Rica;PRIN-004;effective_participation;citizen_initiative;citizen_initiative;4;strong_basis;The Costa Rica corpus establishes a strong legal basis for effective participation in the context of citizen legislative initiative. The framework is grounded in constitutional and statutory sources (56 matched provisions, max anchor-strength=5) and confirms 4 of 5 principle-specific dimensions: actor_assigned, anchor_statutory, process_defined, timeline_present. This indicates a well-developed legal architecture with one operational gap in the current corpus.;Score 5 requires all 5 whitelist dimensions. Missing dimension: 'territorial_coverage'. No provisions confirming subnational, multilevel, or territorial implementation were found at anchor-strength ≥ 3.;low;false;"Score 4: strong basis; 4/5 whitelist dimensions confirmed; missing: territorial_coverage. Diagnostic legal preparedness — not a compliance finding."
Costa Rica;PRIN-004;effective_participation;legislative_petition_or_participation;legislative_petition_or_participation;4;strong_basis;The Costa Rica corpus establishes a strong legal basis for effective participation in the context of legislative petition or participation. The framework is grounded in constitutional and statutory sources (183 matched provisions, max anchor-strength=5) and confirms 4 of 5 principle-specific dimensions: actor_assigned, anchor_statutory, territorial_coverage, timeline_present. This indicates a well-developed legal architecture with one operational gap in the current corpus.;Score 5 requires all 5 whitelist dimensions. Missing dimension: 'process_defined'. The mechanism is not currently classified as a citizen-facing participatory procedure in the pipeline model. Substantive procedural provisions may exist in the corpus but the process dimension was not awarded by the mechanism classification rule.;low;false;"Score 4: strong basis; 4/5 whitelist dimensions confirmed; missing: process_defined. Diagnostic legal preparedness — not a compliance finding."
Costa Rica;PRIN-004;effective_participation;popular_consultation;popular_consultation;0;absent;No provisions matching 'popular consultation (referéndum/consulta)' were found in the Costa Rica corpus for effective participation. The mechanism appears absent from the corpus: it may not be legally formalised in Costa Rica, may be regulated under a different label, or may not yet be included in the current provision table.;Score cannot rise above 0 without at least one matched provision. If the mechanism exists in domestic law under a different label, update corpus tagging.;low;true;Score 0: mechanism absent or below anchor threshold. Diagnostic — not a legal finding.
Costa Rica;PRIN-004;effective_participation;referendum;referendum;5;integrated_basis;The Costa Rica corpus establishes an integrated legal basis for effective participation in the context of referendum mechanism. All 5 principle-specific dimensions are confirmed from constitutional, statutory, and implementing sources (70 matched provisions, max anchor=5): actor_assigned, anchor_statutory, process_defined, territorial_coverage, timeline_present. Score 5 indicates comprehensive dimensional coverage in the current corpus. It does not constitute a finding of legal compliance with international obligations.;Score 5 is the maximum. All 5 whitelist dimensions are confirmed. Further improvement requires enhanced operational implementation, not additional legal text.;low;false;Score 5: all 5/5 whitelist dimensions confirmed. Integrated corpus evidence — not legal compliance. 
Costa Rica;PRIN-004;effective_participation;right_to_stand_for_election;right_to_stand_for_election;4;strong_basis;The Costa Rica corpus establishes a strong legal basis for effective participation in the context of the right to stand for election (candidacy). The framework is grounded in constitutional and statutory sources (63 matched provisions, max anchor-strength=5) and confirms 4 of 5 principle-specific dimensions: actor_assigned, anchor_statutory, territorial_coverage, timeline_present. This indicates a well-developed legal architecture with one operational gap in the current corpus.;Score 5 requires all 5 whitelist dimensions. Missing dimension: 'process_defined'. The mechanism is not currently classified as a citizen-facing participatory procedure in the pipeline model. Substantive procedural provisions may exist in the corpus but the process dimension was not awarded by the mechanism classification rule.;low;false;"Score 4: strong basis; 4/5 whitelist dimensions confirmed; missing: process_defined. Diagnostic legal preparedness — not a compliance finding."
Costa Rica;PRIN-004;effective_participation;vote;vote;5;integrated_basis;The Costa Rica corpus establishes an integrated legal basis for effective participation in the context of the right to vote. All 5 principle-specific dimensions are confirmed from constitutional, statutory, and implementing sources (397 matched provisions, max anchor=5): actor_assigned, anchor_statutory, process_defined, territorial_coverage, timeline_present. Score 5 indicates comprehensive dimensional coverage in the current corpus. It does not constitute a finding of legal compliance with international obligations.;Score 5 is the maximum. All 5 whitelist dimensions are confirmed. Further improvement requires enhanced operational implementation, not additional legal text.;low;false;Score 5: all 5/5 whitelist dimensions confirmed. Integrated corpus evidence — not legal compliance. 
Costa Rica;PRIN-005;pluralism_and_collective_representation;citizen_initiative;citizen_initiative;5;integrated_basis;The Costa Rica corpus establishes an integrated legal basis for pluralism and collective representation in the context of citizen legislative initiative. All 5 principle-specific dimensions are confirmed from constitutional, statutory, and implementing sources (56 matched provisions, max anchor=5): actor_assigned, anchor_statutory, constitutional_or_statutory_anchor, process_defined, restriction_criteria. Score 5 indicates comprehensive dimensional coverage in the current corpus. It does not constitute a finding of legal compliance with international obligations.;Score 5 is the maximum. All 5 whitelist dimensions are confirmed. Further improvement requires enhanced operational implementation, not additional legal text.;low;false;Score 5: all 5/5 whitelist dimensions confirmed. Integrated corpus evidence — not legal compliance. 
Costa Rica;PRIN-005;pluralism_and_collective_representation;independent_candidacies;independent_candidacies;0;absent;No provisions matching 'independent candidacies' were found in the Costa Rica corpus for pluralism and collective representation. The mechanism appears absent from the corpus: it may not be legally formalised in Costa Rica, may be regulated under a different label, or may not yet be included in the current provision table.;Score cannot rise above 0 without at least one matched provision. If the mechanism exists in domestic law under a different label, update corpus tagging.;low;true;Score 0: mechanism absent or below anchor threshold. Diagnostic — not a legal finding.
Costa Rica;PRIN-005;pluralism_and_collective_representation;political_parties;political_parties;4;strong_basis;The Costa Rica corpus establishes a strong legal basis for pluralism and collective representation in the context of political party regulation. The framework is grounded in constitutional and statutory sources (167 matched provisions, max anchor-strength=5) and confirms 4 of 5 principle-specific dimensions: actor_assigned, anchor_statutory, constitutional_or_statutory_anchor, restriction_criteria. This indicates a well-developed legal architecture with one operational gap in the current corpus.;Score 5 requires all 5 whitelist dimensions. Missing dimension: 'process_defined'. The mechanism is not currently classified as a citizen-facing participatory procedure in the pipeline model. Substantive procedural provisions may exist in the corpus but the process dimension was not awarded by the mechanism classification rule.;low;false;"Score 4: strong basis; 4/5 whitelist dimensions confirmed; missing: process_defined. Diagnostic legal preparedness — not a compliance finding."
Costa Rica;PRIN-005;pluralism_and_collective_representation;right_to_stand_for_election;right_to_stand_for_election;4;strong_basis;The Costa Rica corpus establishes a strong legal basis for pluralism and collective representation in the context of the right to stand for election (candidacy). The framework is grounded in constitutional and statutory sources (63 matched provisions, max anchor-strength=5) and confirms 4 of 5 principle-specific dimensions: actor_assigned, anchor_statutory, constitutional_or_statutory_anchor, restriction_criteria. This indicates a well-developed legal architecture with one operational gap in the current corpus.;Score 5 requires all 5 whitelist dimensions. Missing dimension: 'process_defined'. The mechanism is not currently classified as a citizen-facing participatory procedure in the pipeline model. Substantive procedural provisions may exist in the corpus but the process dimension was not awarded by the mechanism classification rule.;low;false;"Score 4: strong basis; 4/5 whitelist dimensions confirmed; missing: process_defined. Diagnostic legal preparedness — not a compliance finding."
Costa Rica;PRIN-006;due_process_and_effective_remedy;administrative_responsibility;administrative_responsibility;0;absent;No provisions matching 'administrative responsibility' were found in the Costa Rica corpus for due process and effective remedy. The mechanism appears absent from the corpus: it may not be legally formalised in Costa Rica, may be regulated under a different label, or may not yet be included in the current provision table.;Score cannot rise above 0 without at least one matched provision. If the mechanism exists in domestic law under a different label, update corpus tagging.;low;true;Score 0: mechanism absent or below anchor threshold. Diagnostic — not a legal finding.
Costa Rica;PRIN-006;due_process_and_effective_remedy;constitutional_remedies;constitutional_remedies;5;integrated_basis;The Costa Rica corpus establishes an integrated legal basis for due process and effective remedy in the context of constitutional remedies (amparo/habeas corpus). All 5 principle-specific dimensions are confirmed from constitutional, statutory, and implementing sources (156 matched provisions, max anchor=5): actor_assigned, anchor_statutory, process_defined, remedy_present, timeline_present. Score 5 indicates comprehensive dimensional coverage in the current corpus. It does not constitute a finding of legal compliance with international obligations.;Score 5 is the maximum. All 5 whitelist dimensions are confirmed. Further improvement requires enhanced operational implementation, not additional legal text.;low;false;Score 5: all 5/5 whitelist dimensions confirmed. Integrated corpus evidence — not legal compliance. 
Costa Rica;PRIN-006;due_process_and_effective_remedy;electoral_authority_internal_governance;electoral_authority_internal_governance;4;strong_basis;The Costa Rica corpus establishes a strong legal basis for due process and effective remedy in the context of electoral authority internal governance (INE/TSE). The framework is grounded in constitutional and statutory sources (369 matched provisions, max anchor-strength=5) and confirms 4 of 5 principle-specific dimensions: actor_assigned, anchor_statutory, remedy_present, timeline_present. This indicates a well-developed legal architecture with one operational gap in the current corpus.;Score 5 requires all 5 whitelist dimensions. Missing dimension: 'process_defined'. The mechanism is not currently classified as a citizen-facing participatory procedure in the pipeline model. Substantive procedural provisions may exist in the corpus but the process dimension was not awarded by the mechanism classification rule.;low;false;"Score 4: strong basis; 4/5 whitelist dimensions confirmed; missing: process_defined. Diagnostic legal preparedness — not a compliance finding."
Costa Rica;PRIN-006;due_process_and_effective_remedy;electoral_crimes;electoral_crimes;0;absent;No provisions matching 'electoral crimes and sanctions' were found in the Costa Rica corpus for due process and effective remedy. The mechanism appears absent from the corpus: it may not be legally formalised in Costa Rica, may be regulated under a different label, or may not yet be included in the current provision table.;Score cannot rise above 0 without at least one matched provision. If the mechanism exists in domestic law under a different label, update corpus tagging.;low;true;Score 0: mechanism absent or below anchor threshold. Diagnostic — not a legal finding.
Costa Rica;PRIN-006;due_process_and_effective_remedy;electoral_remedies;electoral_remedies;5;integrated_basis;The Costa Rica corpus establishes an integrated legal basis for due process and effective remedy in the context of electoral remedies and appeals. All 5 principle-specific dimensions are confirmed from constitutional, statutory, and implementing sources (63 matched provisions, max anchor=5): actor_assigned, anchor_statutory, process_defined, remedy_present, timeline_present. Score 5 indicates comprehensive dimensional coverage in the current corpus. It does not constitute a finding of legal compliance with international obligations.;Score 5 is the maximum. All 5 whitelist dimensions are confirmed. Further improvement requires enhanced operational implementation, not additional legal text.;low;false;Score 5: all 5/5 whitelist dimensions confirmed. Integrated corpus evidence — not legal compliance. 
Costa Rica;PRIN-007;transparency_and_accountability;electoral_authority_internal_governance;electoral_authority_internal_governance;4;strong_basis;The Costa Rica corpus establishes a strong legal basis for transparency and accountability in the context of electoral authority internal governance (INE/TSE). The framework is grounded in constitutional and statutory sources (369 matched provisions, max anchor-strength=5) and confirms 4 of 5 principle-specific dimensions: actor_assigned, anchor_statutory, equality_measure, transparency_measure. This indicates a well-developed legal architecture with one operational gap in the current corpus.;Score 5 requires all 5 whitelist dimensions. Missing dimension: 'process_defined'. The mechanism is not currently classified as a citizen-facing participatory procedure in the pipeline model. Substantive procedural provisions may exist in the corpus but the process dimension was not awarded by the mechanism classification rule.;low;false;"Score 4: strong basis; 4/5 whitelist dimensions confirmed; missing: process_defined. Diagnostic legal preparedness — not a compliance finding."
